sample_id,suggested_parent,suggested_confidence,source_file,priority_score,approved_parent,label_status,reviewer_note
SYN_00783,TY,0.914527,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.881622,,PENDING_HUMAN_LABEL,
SYN_00007,TE,0.852,sasang_predictions_from_btrack_eval_full_mapped_latest.jsonl,0.8816,,PENDING_HUMAN_LABEL,
SYN_00015,TE,0.852,sasang_predictions_from_btrack_eval_full_mapped_latest.jsonl,0.8816,,PENDING_HUMAN_LABEL,
SYN_00012,SY,0.902201,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.871761,,PENDING_HUMAN_LABEL,
SYN_00268,SY,0.902201,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.871761,,PENDING_HUMAN_LABEL,
SYN_00406,SY,0.902201,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.871761,,PENDING_HUMAN_LABEL,
SYN_00567,SY,0.902201,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.871761,,PENDING_HUMAN_LABEL,
SYN_00824,SY,0.902201,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.871761,,PENDING_HUMAN_LABEL,
SYN_00005,SY,0.836,sasang_predictions_from_btrack_eval_full_mapped_latest.jsonl,0.8688,,PENDING_HUMAN_LABEL,
SYN_00019,TY,0.889818,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.861854,,PENDING_HUMAN_LABEL,
SYN_00444,TY,0.889818,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.861854,,PENDING_HUMAN_LABEL,
SYN_00507,TY,0.889818,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.861854,,PENDING_HUMAN_LABEL,
SYN_00965,TY,0.889818,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.861854,,PENDING_HUMAN_LABEL,
ENTRY_08_obs4,SE,0.932,sasang_predictions_from_btrack_eval_full_latest.jsonl,0.8456,,PENDING_HUMAN_LABEL,
SYN_00259,TY,0.859616,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.837693,,PENDING_HUMAN_LABEL,
SYN_00415,TY,0.859616,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.837693,,PENDING_HUMAN_LABEL,
SYN_00657,TY,0.859616,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.837693,,PENDING_HUMAN_LABEL,
SYN_00906,TY,0.859616,sasang_encoder_smoke_predictions_sentence-transformers__all-MiniLM-L6-v2.jsonl,0.837693,,PENDING_HUMAN_LABEL,
SYN_00004,SY,0.796,sasang_predictions_from_btrack_eval_full_mapped_latest.jsonl,0.8368,,PENDING_HUMAN_LABEL,
