timestamp,open,high,low,close,volume
2004-02-01,848.5,883.4199829101562,848.5,883.4199829101562,1.0
2004-03-01,883.4199829101562,883.4199829101562,880.5,880.5,1.0
2004-04-01,880.5,880.5,862.8400268554688,862.8400268554688,1.0
2004-05-01,862.8400268554688,862.8400268554688,803.8400268554688,803.8400268554688,1.0
2004-06-01,803.8400268554688,803.8400268554688,785.7899780273438,785.7899780273438,1.0
2004-07-01,785.7899780273438,785.7899780273438,735.3400268554688,735.3400268554688,1.0
2004-08-01,735.3400268554688,803.5700073242188,735.3400268554688,803.5700073242188,1.0
2004-09-01,803.5700073242188,835.0900268554688,803.5700073242188,835.0900268554688,1.0
2004-10-01,835.0900268554688,835.0900268554688,834.8400268554688,834.8400268554688,1.0
2004-11-01,834.8400268554688,878.0599975585938,834.8400268554688,878.0599975585938,1.0
2004-12-01,878.0599975585938,895.9199829101562,878.0599975585938,895.9199829101562,1.0
2005-01-01,895.9199829101562,932.7000122070312,895.9199829101562,932.7000122070312,1.0
2005-02-01,932.7000122070312,1011.3599853515625,932.7000122070312,1011.3599853515625,1.0
2005-03-01,1011.3599853515625,1011.3599853515625,965.6799926757812,965.6799926757812,1.0
2005-04-01,965.6799926757812,965.6799926757812,911.2999877929688,911.2999877929688,1.0
